col,kind,spearman_rho,p,lin_slope,lin_p,effect,n1,n0,stat,mean1,mean0,n_lvl,detail,absp
feature_005,bin,,0.025455233959309757,,,-0.05385722927163883,15204.0,34796.0,-2.2345370678285676,4.65539539323935,4.709252622510989,,,1.5942229070033753
feature_031,bin,,0.029150941723449633,,,-0.06049369413094663,10039.0,39961.0,-2.181641085974782,4.644527946010733,4.70502164014168,,,1.5353474107611786
feature_065,cont,0.009364548039461563,0.03626263866431835,0.04977306797887627,0.025023158365827514,0.04977306797887627,,,,,,,,1.4405405974920535
feature_105,cont,-0.008644334475471735,0.053246086101291765,-0.07049509075533571,0.04584265324093552,-0.07049509075533571,,,,,,,,1.2737123099001588
feature_036,bin,,0.06369387125687108,,,0.045196573750899915,14941.0,35059.0,1.8543895333087592,4.724566649816724,4.679370076065824,,,1.1959023542796208
feature_078,bin,,0.07329485375571088,,,-0.14723947761803924,978.0,49022.0,-1.7928486172007654,4.548516242798239,4.695755720416278,,,1.1349265173637542
feature_075,bin,,0.07690046611130903,,,0.043116200528809046,15035.0,34965.0,1.769024823665323,4.723026875263865,4.679910674735056,,,1.1140710278324315
feature_008,bin,,0.08044504792545863,,,0.04827704615543382,10127.0,39873.0,1.7482219608083576,4.731374729461181,4.683097683305747,,,1.0945006852485013
feature_094,bin,,0.08132287025972368,,,-0.1274392085744971,1222.0,48778.0,-1.7444357344912003,4.568551121917133,4.69599033049163,,,1.0897873015052075
feature_013,cont,-0.007185778636669022,0.10810493640019211,-0.0031713843671514587,0.630046111727557,-0.0031713843671514587,,,,,,,,0.9661544743869693
feature_009,bin,,0.1180088704273507,,,-0.03659497446009752,17498.0,32502.0,-1.5632235319940548,4.669087519036027,4.705682493496124,,,0.9280853466526867
feature_126,bin,,0.11801981410237244,,,-0.22269781767708796,286.0,49714.0,-1.5678165062505074,4.471451730074094,4.694149547751182,,,0.9280450737707142
feature_079,cont,0.0066706651399174345,0.13580787493237625,0.0036243649126006636,0.10503441511279361,0.0036243649126006636,,,,,,,,0.8670750463992761
feature_084,cont,-0.006340736905828587,0.15624604534588626,-0.013386822925285211,0.1792024326497871,-0.013386822925285211,,,,,,,,0.8061909660235312
feature_052,bin,,0.16060270611590102,,,0.048534506171057146,5967.0,44033.0,1.4031834891033708,4.7356181144386715,4.687083608267614,,,0.7942471412410128
feature_108,cont,0.006219494619524724,0.16431643096621296,0.0006410350001117439,0.38763271131146126,0.0006410350001117439,,,,,,,,0.7843190067343385
feature_057,bin,,0.16636393876692782,,,-0.047252246489930094,6032.0,43968.0,-1.3841114640231835,4.651323980760683,4.698576227250613,,,0.778940806000705
feature_044,bin,,0.17043847847408303,,,0.0382843180029484,10067.0,39933.0,1.3708600453010253,4.723451869650304,4.685167551647355,,,0.7684323514562083
feature_090,bin,,0.17393636148483607,,,-0.03308628098143984,15129.0,34871.0,-1.359697519509126,4.669800682151992,4.702886963133432,,,0.759609619023838
feature_025,cont,-0.005794937990620046,0.19505611141798435,-0.0032356786604881755,0.38767499794806637,-0.0032356786604881755,,,,,,,,0.7098404380026522
feature_113,bin,,0.19766022539346695,,,-0.02888338960907788,22498.0,27502.0,-1.2882641194843822,4.676988696613492,4.70587208622257,,,0.7040807137415062
feature_087,cont,0.0056781147117456075,0.2042116327834239,0.005221642405180025,0.35318228031016186,0.005221642405180025,,,,,,,,0.6899195222405191
feature_059,cont,0.005604546092783281,0.21013543499774295,0.0006279750594272933,0.06368814547246769,0.0006279750594272933,,,,,,,,0.6775007066308117
feature_037,bin,,0.21791767426700323,,,-0.028200736361404743,19225.0,30775.0,-1.2321029510121468,4.675518163003624,4.703718899365029,,,0.6617075447636229
feature_021,ord,0.005473314932780106,0.22100919799758725,0.009334624216467758,0.3431234606713596,0.009334624216467758,,,,,,5.0,,0.655589651398732
feature_074,bin,,0.23131222065219584,,,0.03478206421630681,9048.0,40952.0,1.1970401576864171,4.721363618109793,4.686581553893486,,,0.6358014220429882
feature_041,bin,,0.24240728408037782,,,0.028440671523067174,15049.0,34951.0,1.1690151727441664,4.712756314442123,4.6843156429190556,,,0.6154543342236375
feature_082,bin,,0.27844207744148813,,,-0.033770199589452154,7532.0,42468.0,-1.0838824146709307,4.664192659510771,4.697962859100223,,,0.5552651346511965
feature_046,cont,0.004836441215322716,0.2795012499931224,0.006313996605033114,0.060236553296960586,0.006313996605033114,,,,,,,,0.5536162455095738
feature_096,cont,-0.0048323046240357544,0.2799127075037685,-0.03318084844721977,0.3759256966231502,-0.03318084844721977,,,,,,,,0.5529773849440125
feature_106,bin,,0.28256820364430296,,,-0.03379865561024964,7490.0,42510.0,-1.074624395129616,4.664140099234234,4.6979387548444835,,,0.5488767092911813
feature_020,bin,,0.29208775224471895,,,-0.023518979779018068,25053.0,24947.0,-1.0535638201419322,4.681141156463125,4.704660136242143,,,0.5344866533792507
feature_093,bin,,0.29223895022200247,,,-0.08535340154520821,953.0,49047.0,-1.05378398866201,4.609149150522312,4.6945025520675205,,,0.5342619008618749
feature_122,cont,-0.004706993831085856,0.2925723500852817,-0.017943187341049837,0.33356911468447037,-0.017943187341049837,,,,,,,,0.5337667198128767
feature_070,bin,,0.3015565940598723,,,-0.029755819093031377,9153.0,40847.0,-1.033140372758063,4.668566997384207,4.698322816477239,,,0.5206311704843398
feature_068,bin,,0.31078186628499643,,,-0.02320111686456272,30238.0,19762.0,-1.0135950752851814,4.683705706804519,4.706906823669081,,,0.5075443296462739
feature_032,cont,0.004470686390025756,0.3174770751386655,0.0033136802465547717,0.5372317681288543,0.0033136802465547717,,,,,,,,0.4982876294278521
feature_047,bin,,0.32128374339247445,,,0.08276742922682523,1018.0,48982.0,0.9922896672308117,4.773958000601835,4.69119057137501,,,0.49311124872037077
feature_072,bin,,0.3297750438787722,,,-0.03627090151944312,4946.0,45054.0,-0.9746450267081367,4.660192732292929,4.696463633812372,,,0.4817822132028083
feature_107,bin,,0.33185210514317987,,,0.03353958373451604,5967.0,44033.0,0.9704515855543723,4.722412686045708,4.688873102311192,,,0.4790554230146556
feature_030,bin,,0.3426057799456112,,,0.02676007092466648,9996.0,40004.0,0.9490588634574195,4.7142859137794755,4.687525842854809,,,0.46520531452488567
feature_109,bin,,0.3467727657684929,,,-0.07377902177287332,995.0,49005.0,-0.9412955243600292,4.620564896994476,4.694343918767349,,,0.4599550177151494
feature_114,bin,,0.36321856506098876,,,-0.09920504081764303,488.0,49512.0,-0.9100846904524043,4.594638916614806,4.693843957432449,,,0.43983196164465554
feature_081,bin,,0.3766636786938219,,,-0.04515048563858137,2397.0,47603.0,-0.884208534465047,4.649889744877001,4.695040230515582,,,0.42404625636526627
feature_119,bin,,0.3767152607560163,,,0.042153146734337454,3050.0,46950.0,0.8840792868546786,4.732457521017611,4.690304374283274,,,0.4239867861469255
feature_002,cont,0.003944332370178677,0.37779794586699594,0.0009674777922548413,0.2987848265381805,0.0009674777922548413,,,,,,,,0.4227404077192513
feature_102,bin,,0.3820847012286157,,,0.0603076717981903,1467.0,48533.0,0.8743106621214352,4.7514139609417,4.69110628914351,,,0.41784035122812485
feature_088,cont,0.0038756610629452674,0.38615806310185113,0.0008853666545615078,0.4292906187950838,0.0008853666545615078,,,,,,,,0.4132348925255144
feature_003,cont,0.00385632841341447,0.38853186271149937,0.00021719408177911718,0.5937016424964289,0.00021719408177911718,,,,,,,,0.4105733597913496
feature_035,cont,-0.0038262218696661823,0.3922462044961466,-0.006393451966586778,0.30417515833846787,-0.006393451966586778,,,,,,,,0.4064412500975703
feature_001,ord,-0.003683095505155426,0.4101967765594708,-0.008866920053287606,0.38444489288156075,-0.008866920053287606,,,,,,5.0,,0.3870077567612533
feature_029,bin,,0.41257923749979053,,,-0.02458229150975111,8418.0,41582.0,-0.8193916992252578,4.672432099322899,4.69701439083265,,,0.3844926311039068
feature_051,bin,,0.41267341825206044,,,0.022000293964675066,11073.0,38927.0,0.819217206797865,4.710003825097327,4.688003531132652,,,0.3843935046584363
feature_038,bin,,0.43901143296154593,,,-0.038750307851064036,2535.0,47465.0,-0.7739732744253043,4.656090048991054,4.694840356842118,,,0.35752416949032384
feature_104,bin,,0.44950138845728727,,,0.03670054456641392,2944.0,47056.0,0.7563365585556734,4.727415332736412,4.690714788169998,,,0.3472689624437515
feature_115,bin,,0.45205460747098136,,,0.026284510293609564,5846.0,44154.0,0.7520336028707157,4.716087041584149,4.68980253129054,,,0.3448090999433755
feature_127,ord,0.00331606649345647,0.4584033567496753,0.010370050279498787,0.298859227314894,0.010370050279498787,,,,,,5.0,,0.3387522108213743
feature_118,bin,,0.4622286231406112,,,-0.11429308417690365,264.0,49736.0,-0.7362488829991887,4.579186099541619,4.693479183718523,,,0.33514316468311395
feature_095,bin,,0.46470764038176227,,,-0.030194846098948958,4025.0,45975.0,-0.731176205663231,4.665111555246085,4.695306401345034,,,0.3328201871114881
feature_004,bin,,0.4716984558891367,,,0.016092199315036915,23681.0,26319.0,0.7197238291837588,4.701346328109517,4.68525412879448,,,0.32633554542045246
feature_061,bin,,0.4870362739821796,,,-0.035832227991421384,2512.0,47488.0,-0.6951231400310701,4.658843699376936,4.694675927368357,,,0.3124386917553313
feature_011,cat,,0.49394376252086514,,,0.0824709411083564,,,0.8488881993283527,,,5.0,"{'white': 4.679179847776359, 'asian': 4.735480475135422, 'black': 4.71659679441479, 'hispanic': 4.7071934198473455, 'other': 4.761650788884715}",0.3063224944309596
feature_043,cont,0.002948020386743229,0.509778679163924,-0.0008811141363979014,0.46064850346428227,-0.0008811141363979014,,,,,,,,0.2926183322937588
feature_112,bin,,0.5204920505836551,,,-0.017259083584002077,11099.0,38901.0,-0.6425997757347782,4.6794478040240435,4.6967068876080456,,,0.2835858990334004
feature_117,bin,,0.5305661029868318,,,-0.018198557152909522,8996.0,41004.0,-0.6271585656369391,4.677951443484111,4.6961500006370205,,,0.27526049984185685
feature_064,cont,-0.002654122223888196,0.5528693443905797,-0.0003257562325665388,0.47854015194589583,-0.0003257562325665388,,,,,,,,0.2573774902405192
feature_069,bin,,0.5547229773973323,,,0.01825801916895209,7546.0,42454.0,0.590716718446595,4.708378235150042,4.69012021598109,,,0.2559238446670525
feature_085,bin,,0.5599033245732522,,,-0.022120353689437877,4983.0,45017.0,-0.5830172053500767,4.672959876993319,4.695080230682757,,,0.25188695375964826
feature_014,bin,,0.5615693322608619,,,-0.013022594246169916,22371.0,27629.0,-0.5805161398696755,4.68567969110552,4.69870228535169,,,0.25059661739098144
feature_073,ord,0.002538353593352082,0.5703202974717954,-0.0018316052744597332,0.8605580055915288,-0.0018316052744597332,,,,,,5.0,,0.2438811717725433
feature_062,cont,-0.0024648384502603,0.5815365477832116,-0.0007321703837464403,0.4241744328485299,-0.0007321703837464403,,,,,,,,0.23542298600553238
feature_120,bin,,0.6102061601747433,,,-0.012684122553275223,13980.0,36020.0,-0.5097855142489951,4.683738074346689,4.696422196899964,,,0.21452341236651495
feature_023,bin,,0.6186388265020184,,,-0.012870928238659651,12476.0,37524.0,-0.4977877064864776,4.68321634200952,4.69608727024818,,,0.20856282664382694
feature_060,cont,-0.0021344815621118234,0.633167593470057,0.0005518081460823632,0.9307969148686056,0.0005518081460823632,,,,,,,,0.1984813211269433
feature_091,bin,,0.633996018832659,,,-0.010839836479916265,19867.0,30133.0,-0.47611340497815796,4.686342980381082,4.697182816860998,,,0.1979134692546022
feature_010,bin,,0.6424113491796318,,,0.01596745158073709,6060.0,43940.0,0.46434807285324997,4.706907912683221,4.690940461102484,,,0.19218679518493303
feature_123,bin,,0.6706289215238123,,,0.01560903438588479,5038.0,44962.0,0.42530508785992127,4.706911984315231,4.691302949929346,,,0.17351772113184083
feature_083,bin,,0.6723279611850321,,,-0.028029605076726583,1511.0,48489.0,-0.4230329907678063,4.665693165822761,4.6937227708994875,,,0.17241882666607047
feature_071,bin,,0.7168492385811199,,,0.0207012719069386,1961.0,48039.0,0.36272117432460504,4.712765084256817,4.692063812349878,,,0.14457217171974251
feature_017,bin,,0.7242284474252536,,,-0.02449963094093377,1277.0,48723.0,-0.35288692121121523,4.669001805867366,4.6935014368083,,,0.140124420257522
feature_027,cont,-0.0014045503393741408,0.7534759954237318,0.000269229673222016,0.8216279263785394,0.000269229673222016,,,,,,,,0.12293057907738521
feature_076,bin,,0.7618756892720591,,,0.0067979193401903615,22479.0,27521.0,0.3030203178736661,4.696617426997297,4.6898195076571065,,,0.11811588412936715
feature_058,bin,,0.769325409621552,,,0.03226764875201393,498.0,49502.0,0.29341433862137667,4.7248219792045125,4.692554330452499,,,0.11388992325419776
feature_050,bin,,0.7786276915201159,,,-0.006606731524214204,17476.0,32524.0,-0.28110998076286486,4.688578169512198,4.695184901036412,,,0.10867015486840276
feature_100,bin,,0.7808826652745583,,,-0.01129791134090663,4143.0,45857.0,-0.278184199846324,4.68251394982687,4.693811861167776,,,0.10741421791788733
feature_024,ord,-0.0012354194010707027,0.7823626802223248,0.00047105906328110525,0.9628164221138248,0.00047105906328110525,,,,,,5.0,,0.10659187417146547
feature_099,cont,0.0011560232921563542,0.796030084844654,-0.006522795965406417,0.922123800540471,-0.006522795965406417,,,,,,,,0.09907051839911558
feature_089,cat,,0.8178943535107774,,,0.04788225740431962,,,0.3103975649409539,,,4.0,"{'medicaid': 4.706401053979717, 'private': 4.684984896296143, 'medicare': 4.692075376537437, 'uninsured': 4.732867153700463}",0.08730279003334336
feature_045,bin,,0.8191747955453612,,,-0.013401573364007824,1961.0,48039.0,-0.22863488789154557,4.679999752577397,4.693401325941405,,,0.08662341858011396
feature_007,cont,-0.0010053518773563749,0.8221364604958366,-0.001606706856079241,0.6652797217254163,-0.001606706856079241,,,,,,,,0.08505609107106597
feature_097,bin,,0.8300293162031444,,,-0.004809119563671693,22607.0,27393.0,-0.21466512880336128,4.690240991989915,4.695050111553587,,,0.08090656829812866
feature_049,bin,,0.8461423978581862,,,-0.007302930285099762,4987.0,45013.0,-0.19405099802916212,4.686301180215605,4.693604110500705,,,0.07255654310756392
feature_092,cont,0.0008012634599627769,0.8578093180692572,-0.001840280947214289,0.7683324945457395,-0.001840280947214289,,,,,,,,0.06660924048901726
feature_103,cont,0.0007909205503019774,0.8596255713145393,9.394324497172702e-05,0.5578887413733299,9.394324497172702e-05,,,,,,,,0.06569067401398165
feature_116,bin,,0.8632559462661172,,,-0.0063371868153359046,5056.0,44944.0,-0.1722380507326129,4.6871793457495,4.693516532564836,,,0.06386042146774244
feature_018,bin,,0.8657894917533671,,,0.005853281487019579,5835.0,44165.0,0.1690149018167518,4.698045919771553,4.692192638284533,,,0.0625876896030448
feature_033,cont,-0.0006047968270916759,0.8924274088833778,0.0003581274297621999,0.9358062799158284,0.0003581274297621999,,,,,,,,0.04942709981355922
feature_110,bin,,0.9026397664133282,,,0.014100291685401167,468.0,49532.0,0.12239258779000357,4.706844029189294,4.692743737503893,,,0.04448553725345357
feature_028,bin,,0.9127339112228423,,,-0.0024620145134486293,27510.0,22490.0,-0.10959137502598129,4.6917683021059196,4.694230316619368,,,0.03965581362745122
feature_054,bin,,0.913921512666475,,,0.004386917250246647,4161.0,45839.0,0.10809905168320455,4.696897554230749,4.6925106369805025,,,0.03909109975794319
feature_121,cont,-0.0003757410372890128,0.9330435892437579,-0.000561055652553735,0.5561430738074262,-0.000561055652553735,,,,,,,,0.030098066729560814
feature_012,bin,,0.9349122640241889,,,0.002592873669199136,7402.0,42598.0,0.0816681082368176,4.69508474088528,4.692491867216081,,,0.029229143178803447
feature_022,bin,,0.9355394405486879,,,0.0018161650451862243,22442.0,27558.0,0.08087784131434773,4.693876713760374,4.692060548715188,,,0.028937898755532623
feature_026,bin,,0.9668874488755784,,,0.0009479504245595294,19901.0,30099.0,0.04151259344805103,4.6934463634306445,4.692498413006085,,,0.014624077289418584
feature_125,cont,-0.00012910207198622202,0.9769703623138329,-0.0005677142143837242,0.7998518923469387,-0.0005677142143837242,,,,,,,,0.010118610978047284
feature_098,bin,,0.980325090508796,,,-0.0007707083039054652,7501.0,42499.0,-0.02466193918074584,4.692220629589915,4.692991337893821,,,0.008629881856518772
feature_124,bin,,0.9853564053811756,,,-0.0004142423206392465,20997.0,29003.0,-0.01835415533107511,4.692635430833558,4.6930496731541975,,,0.0064066559044314636
feature_016,ord,-1.6127608310535983e-05,0.997122712678712,-0.001485512642684219,0.7201745238638447,-0.001485512642684219,,,,,,11.0,,0.001251391177046639
