job_id,family,task,variant,replicate,model_id,harness_id,max_iterations,submitted_iterations,structured_claims,unique_structured_claims,primary_recovered,primary_iteration,strict_recovered,strict_iteration,terminal_failure,recovery_at_95,confirmed_recovered,confirmed_iteration,interaction_confirmed_recovered,interaction_confirmed_iteration,recovery_at_exact_membership,capped_iterations
job_0013,clinical,nsclc,anonymized,19,gpt-5.6-sol,codex-cli-claude-legacy-loose-v1,25,12,128,126,False,,False,,False,False,False,,False,,False,25
job_0014,clinical,nsclc,named,19,gpt-5.6-sol,codex-cli-claude-legacy-loose-v1,25,10,30,24,True,4.0,True,4.0,False,True,True,4.0,False,,True,4
job_0015,clinical,nsclc,named,10,gpt-5.6-sol,codex-cli-claude-legacy-loose-v1,25,10,36,24,False,,False,,False,False,False,,False,,False,25
job_0016,clinical,nsclc,anonymized,20,gpt-5.6-sol,codex-cli-claude-legacy-loose-v1,25,12,37,31,False,,False,,False,False,False,,False,,False,25
job_0017,clinical,nsclc,anonymized,12,gpt-5.6-sol,codex-cli-claude-legacy-loose-v1,25,10,25,23,False,,False,,False,False,False,,False,,False,25
job_0018,clinical,nsclc,anonymized,7,gpt-5.6-sol,codex-cli-claude-legacy-loose-v1,25,7,26,14,False,,False,,False,False,False,,False,,False,25
job_0019,clinical,nsclc,anonymized,16,gpt-5.6-sol,codex-cli-claude-legacy-loose-v1,25,15,23,16,False,,False,,False,False,False,,False,,False,25
job_0020,clinical,nsclc,named,15,gpt-5.6-sol,codex-cli-claude-legacy-loose-v1,25,10,34,32,True,5.0,True,5.0,False,True,True,5.0,True,7.0,True,5
job_0021,clinical,nsclc,anonymized,8,gpt-5.6-sol,codex-cli-claude-legacy-loose-v1,25,13,21,15,False,,False,,False,False,False,,False,,False,25
job_0022,clinical,nsclc,anonymized,5,gpt-5.6-sol,codex-cli-claude-legacy-loose-v1,25,8,17,16,True,6.0,True,6.0,False,True,True,6.0,True,7.0,True,6
job_0023,clinical,nsclc,named,8,gpt-5.6-sol,codex-cli-claude-legacy-loose-v1,25,9,32,30,True,8.0,True,8.0,False,True,True,8.0,False,,True,8
job_0024,clinical,nsclc,anonymized,2,gpt-5.6-sol,codex-cli-claude-legacy-loose-v1,25,9,24,19,False,,False,,False,False,False,,False,,False,25
job_0025,clinical,nsclc,anonymized,14,gpt-5.6-sol,codex-cli-claude-legacy-loose-v1,25,7,27,20,False,,False,,False,False,False,,False,,False,25
job_0026,clinical,nsclc,anonymized,18,gpt-5.6-sol,codex-cli-claude-legacy-loose-v1,25,8,21,16,True,6.0,True,6.0,False,True,True,6.0,False,,True,6
job_0027,clinical,nsclc,named,6,gpt-5.6-sol,codex-cli-claude-legacy-loose-v1,25,9,50,37,False,,False,,False,False,False,,False,,False,25
job_0028,clinical,nsclc,named,1,gpt-5.6-sol,codex-cli-claude-legacy-loose-v1,25,8,40,39,False,,False,,False,False,False,,False,,False,25
job_0029,clinical,nsclc,named,20,gpt-5.6-sol,codex-cli-claude-legacy-loose-v1,25,9,42,31,True,4.0,True,4.0,False,True,True,4.0,False,,True,4
job_0030,clinical,nsclc,named,16,gpt-5.6-sol,codex-cli-claude-legacy-loose-v1,25,7,18,16,True,5.0,True,5.0,False,True,True,5.0,False,,True,5
job_0031,clinical,nsclc,named,11,gpt-5.6-sol,codex-cli-claude-legacy-loose-v1,25,10,38,29,True,5.0,True,5.0,False,True,True,5.0,True,7.0,True,5
job_0032,clinical,nsclc,anonymized,10,gpt-5.6-sol,codex-cli-claude-legacy-loose-v1,25,9,21,19,True,6.0,True,6.0,False,True,True,6.0,False,,True,6
job_0033,clinical,nsclc,anonymized,17,gpt-5.6-sol,codex-cli-claude-legacy-loose-v1,25,7,22,18,False,,False,,False,False,False,,False,,False,25
job_0034,clinical,nsclc,anonymized,13,gpt-5.6-sol,codex-cli-claude-legacy-loose-v1,25,8,27,24,False,,False,,False,False,False,,False,,False,25
job_0035,clinical,nsclc,named,14,gpt-5.6-sol,codex-cli-claude-legacy-loose-v1,25,8,30,27,False,,False,,False,False,False,,False,,False,25
job_0036,clinical,nsclc,named,4,gpt-5.6-sol,codex-cli-claude-legacy-loose-v1,25,9,34,25,False,,False,,False,False,False,,False,,False,25
job_0037,clinical,nsclc,named,17,gpt-5.6-sol,codex-cli-claude-legacy-loose-v1,25,10,31,29,True,8.0,True,8.0,False,True,True,8.0,False,,True,8
job_0038,clinical,nsclc,named,18,gpt-5.6-sol,codex-cli-claude-legacy-loose-v1,25,9,49,35,False,,False,,False,False,False,,False,,False,25
job_0039,clinical,nsclc,named,7,gpt-5.6-sol,codex-cli-claude-legacy-loose-v1,25,10,35,24,True,4.0,True,4.0,False,True,True,4.0,True,5.0,True,4
job_0040,clinical,nsclc,anonymized,15,gpt-5.6-sol,codex-cli-claude-legacy-loose-v1,25,10,29,25,False,,False,,False,False,False,,False,,False,25
