job_id,family,task,variant,replicate,model_id,harness_id,max_iterations,submitted_iterations,structured_claims,unique_structured_claims,primary_recovered,primary_iteration,strict_recovered,strict_iteration,terminal_failure,recovery_at_95,confirmed_recovered,confirmed_iteration,interaction_confirmed_recovered,interaction_confirmed_iteration,recovery_at_exact_membership,capped_iterations
job_0016,clinical,nsclc,named,9,gpt-5.6-sol,work-structured-v2,25,25,25,20,False,,False,,False,False,False,,False,,False,25
job_0017,clinical,nsclc,anonymized,1,gpt-5.6-sol,work-structured-v2,25,25,26,21,False,,False,,False,False,False,,False,,False,25
job_0018,clinical,nsclc,named,1,gpt-5.6-sol,work-structured-v2,25,25,26,17,True,10.0,True,10.0,False,True,True,10.0,False,,True,10
job_0019,clinical,nsclc,named,14,gpt-5.6-sol,work-structured-v2,25,25,62,56,False,,False,,False,False,False,,False,,False,25
job_0020,clinical,nsclc,named,20,gpt-5.6-sol,work-structured-v2,25,25,53,36,False,,False,,False,False,False,,False,,False,25
job_0021,clinical,nsclc,anonymized,14,gpt-5.6-sol,work-structured-v2,25,25,25,17,True,8.0,True,8.0,False,True,True,8.0,True,9.0,True,8
job_0022,clinical,nsclc,anonymized,10,gpt-5.6-sol,work-structured-v2,25,25,25,20,False,,False,,False,False,False,,False,,False,25
job_0023,clinical,nsclc,named,13,gpt-5.6-sol,work-structured-v2,25,25,55,37,False,,False,,False,False,False,,False,,False,25
job_0024,clinical,nsclc,anonymized,11,gpt-5.6-sol,work-structured-v2,25,25,73,58,False,,False,,False,False,False,,False,,False,25
job_0025,clinical,nsclc,named,19,gpt-5.6-sol,work-structured-v2,25,25,45,36,True,7.0,True,7.0,False,True,True,7.0,False,,True,7
job_0026,clinical,nsclc,anonymized,17,gpt-5.6-sol,work-structured-v2,25,25,45,36,False,,False,,False,False,False,,False,,False,25
job_0027,clinical,nsclc,anonymized,20,gpt-5.6-sol,work-structured-v2,25,25,25,21,False,,False,,False,False,False,,False,,False,25
job_0028,clinical,nsclc,named,7,gpt-5.6-sol,work-structured-v2,25,25,35,30,False,,False,,False,False,False,,False,,False,25
job_0029,clinical,nsclc,anonymized,13,gpt-5.6-sol,work-structured-v2,25,25,52,41,False,,False,,False,False,False,,False,,False,25
job_0030,clinical,nsclc,anonymized,8,gpt-5.6-sol,work-structured-v2,25,25,46,35,False,,False,,False,False,False,,False,,False,25
job_0031,clinical,nsclc,named,12,gpt-5.6-sol,work-structured-v2,25,25,69,54,False,,False,,False,False,False,,False,,False,25
job_0032,clinical,nsclc,anonymized,7,gpt-5.6-sol,work-structured-v2,25,25,47,29,True,11.0,True,11.0,False,True,True,11.0,True,11.0,True,11
job_0033,clinical,nsclc,anonymized,3,gpt-5.6-sol,work-structured-v2,25,25,31,22,False,,False,,False,False,False,,False,,False,25
job_0034,clinical,nsclc,named,2,gpt-5.6-sol,work-structured-v2,25,25,30,24,False,,False,,False,False,False,,False,,False,25
job_0035,clinical,nsclc,named,16,gpt-5.6-sol,work-structured-v2,25,25,63,48,True,14.0,True,14.0,False,True,True,14.0,True,14.0,True,14
job_0036,clinical,nsclc,named,8,gpt-5.6-sol,work-structured-v2,25,25,30,25,False,,False,,False,False,False,,False,,False,25
job_0037,clinical,nsclc,named,4,gpt-5.6-sol,work-structured-v2,25,25,79,59,True,12.0,True,12.0,False,True,True,12.0,True,24.0,True,12
job_0038,clinical,nsclc,named,6,gpt-5.6-sol,work-structured-v2,25,25,73,53,False,,False,,False,False,False,,False,,False,25
job_0039,clinical,nsclc,anonymized,5,gpt-5.6-sol,work-structured-v2,25,25,25,19,False,,False,,False,False,False,,False,,False,25
job_0040,clinical,nsclc,anonymized,6,gpt-5.6-sol,work-structured-v2,25,25,131,119,False,,False,,False,False,False,,False,,False,25
