treatment,feature,t_main,t_p,f_main,f_p,interaction,i_p
treatment_enzalutamide,sodium_meq_l,0.5362869551031579,0.5936240411415548,-0.005007885349806992,0.34207880156313775,0.0040054342187606055,0.576921109301733
treatment_enzalutamide,potassium_meq_l,1.3178311426212066,4.0964299429085947e-13,-0.00717018416842311,0.8194587893628,-0.05261957721278167,0.22067780163196393
treatment_enzalutamide,calcium_mg_dl,1.1614661332213063,0.004144054206614167,-0.010759496703970497,0.7332862270751952,-0.006872263741387998,0.8731900800379914
treatment_abiraterone,mcrpc,-0.0425539322985203,0.16427275015548648,-1.0851550072009297,0.0,0.04834301580271932,0.31050239529629964
treatment_abiraterone,visceral_mets,-0.026187846099085754,0.30524242636771604,-0.01872809979142729,0.548363782669681,0.04759196000315309,0.4081737683202641
treatment_abiraterone,brca2_mutation,-0.02866581719437735,0.22919041339773394,-0.6993935878957483,4.2944537463260943e-44,0.18919492479706268,0.030743781648669914
treatment_abiraterone,ar_v7_positive,-0.025726820119003388,0.3024586337527989,-0.6341368476006599,1.0674297861967437e-71,0.0630526672776389,0.3254479403641164
treatment_abiraterone,msi_high,-0.013607245645833804,0.5571332818116268,-0.36887852536573706,4.953000818062799e-06,-0.11370410689431895,0.447693491109624
treatment_abiraterone,psma_high,0.025919722347147026,0.46951768015332684,-0.0005838722680214682,0.9817328560084873,-0.07202419639944431,0.12201761254515099
treatment_abiraterone,age_years,0.021323220478833275,0.8875877228128441,0.0004111757011764166,0.7435992159588123,-0.0005866448603444859,0.7982986494117539
treatment_abiraterone,ecog_ps,-0.01634488991156612,0.6309139365477032,-0.2840240631037018,2.3666917191603764e-51,-0.0039036639636075396,0.9102034437647749
treatment_abiraterone,psa_ng_ml,-0.005514697171869504,0.8405868704433287,-0.004560525764317846,5.893558770743023e-65,-0.0004048224997823011,0.4208046221424101
treatment_abiraterone,gleason_score,-0.022973890401687236,0.894791606270806,0.005106727585999702,0.6784790689103014,0.0007992856080406705,0.9716828994650503
treatment_abiraterone,albumin_g_dl,0.03175383961466728,0.8564230292776107,0.09982733829051713,6.361986372810542e-05,-0.012806340932253737,0.7788753815666326
treatment_abiraterone,ldh_u_l,-0.06292955720481958,0.35198177892340765,-0.00011439943035155993,0.45969602262678166,0.0002059716282978595,0.46835494360564234
treatment_abiraterone,weight_loss_pct_6mo,-0.028231114898639827,0.3750412874133535,-0.032535550703939015,4.0947984706622025e-22,0.003538617926774781,0.5615479484851404
treatment_abiraterone,crp_mg_l,-0.03240401751722488,0.24356464365341757,-0.007798292548184824,5.402792126759183e-07,0.0027736987889543725,0.3018354957068927
treatment_abiraterone,nlr,0.002859801181342457,0.9490238710368774,-0.0008603004087607679,0.8866637362590604,-0.005631677129572044,0.6094619356290127
treatment_abiraterone,hemoglobin_g_dl,-0.06297181218128756,0.6962122618164363,-0.004900375382627882,0.4816182114926775,0.0036959477128707756,0.7721345939648565
treatment_abiraterone,alkaline_phosphatase_u_l,-0.049497274733494356,0.3549316284812648,0.00011086817930324324,0.6595208575384384,0.0003119899816197525,0.4990553811214501
treatment_abiraterone,ast_u_l,-0.023497646144849952,0.6928804804754879,-0.0011786821039574465,0.2710305604509299,0.0002404692747480035,0.902646018174148
treatment_abiraterone,alt_u_l,0.01649194551827054,0.757628843739295,0.0009530002709575452,0.35140089224806825,-0.0012913320225501706,0.49060650232268643
treatment_abiraterone,total_bilirubin_mg_dl,-0.05131457550925246,0.3412244683017822,-0.05987832365022643,0.13108239804905006,0.05155325423859295,0.48001303496793846
treatment_abiraterone,creatinine_mg_dl,-0.12546566933110218,0.11971601453938863,-0.019471988133925144,0.6425934834644785,0.10802792532887699,0.15962159335683723
treatment_abiraterone,bun_mg_dl,0.07473329168977375,0.3025945718017551,0.002585066905072391,0.30206395685283927,-0.006108540560772602,0.18366584301125
treatment_abiraterone,sodium_meq_l,0.4708116554364319,0.6583993738224532,-0.0007672519878846987,0.8536814198790954,-0.003483966499218494,0.6469552024165341
treatment_abiraterone,potassium_meq_l,-0.11991020451349638,0.5334659294161348,-0.038638675006645966,0.1201450461645329,0.024533656721435308,0.5901790920085375
treatment_abiraterone,calcium_mg_dl,0.31727772619559547,0.46058056388347646,0.00535064566793014,0.8299229021723941,-0.0355604866002952,0.43656749569352715
treatment_docetaxel,mcrpc,0.011630049899025946,0.7029688185790113,-1.0636291798026154,0.0,-0.023107829939849323,0.6264722040349596
treatment_docetaxel,visceral_mets,-0.00904129760189278,0.7226858744801409,-0.01430530720500386,0.6498702911689103,0.0316248979041774,0.5776152879734238
treatment_docetaxel,brca2_mutation,0.0027210137831416223,0.9084529593196057,-0.6187115093643094,1.6774112385426818e-36,-0.0693838506280247,0.4408468800746608
treatment_docetaxel,ar_v7_positive,-0.003668896455351514,0.8822314107840132,-0.611642376426787,1.5906582448963476e-67,-0.011792049457307366,0.8550904017380098
treatment_docetaxel,msi_high,-0.001480279983957504,0.9488079449627563,-0.38722764683648386,1.7682099367941058e-06,-0.05251460593961989,0.7244970122336001
treatment_docetaxel,psma_high,-0.004641249439164344,0.8970976796967673,-0.023092372305995403,0.3662553507387789,0.0033141117676660265,0.9430956203625578
treatment_docetaxel,age_years,-0.12030106434983633,0.42451827243351725,-0.000308754253449525,0.8063094375034385,0.001809524189098324,0.4295060384440048
treatment_docetaxel,ecog_ps,0.00455415569473913,0.8929820656739343,-0.2819477399152541,4.806196758074583e-50,-0.010366675620158387,0.7627099628691085
treatment_docetaxel,psa_ng_ml,-0.00425765986489034,0.8758838454607624,-0.004702646887779531,1.1322214033268741e-66,7.971144797832754e-05,0.8711346474634347
treatment_docetaxel,gleason_score,-0.0704805344686524,0.6830806545189847,0.0026013196563272694,0.8335074563989957,0.008866797613644584,0.6920095085998816
treatment_docetaxel,albumin_g_dl,-0.25529281774650187,0.14476334666085985,0.07586085075575742,0.0024267907328915134,0.06630807387480177,0.14486402965336137
treatment_docetaxel,ldh_u_l,0.04192739965513868,0.5326248857386977,6.532974194986288e-06,0.9663524510353476,-0.00020064662959463924,0.4794194101664564
treatment_docetaxel,weight_loss_pct_6mo,0.011547311571515782,0.7148716552377189,-0.030241635345194265,2.0756186004333358e-19,-0.0040627498182146055,0.5064371798682303
treatment_docetaxel,crp_mg_l,-0.0023318797733162724,0.9335099691512154,-0.006862272661568326,5.1790818409936885e-06,-0.0001454874149760783,0.9586955540007928
treatment_docetaxel,nlr,-0.057704133484738844,0.19535099958999513,-0.007335263809459969,0.22652249926356005,0.015751302516478122,0.15059730520161926
treatment_docetaxel,hemoglobin_g_dl,0.10786964030037449,0.501067503762445,-0.0011394810486370095,0.8704768286360266,-0.008849031018646219,0.4860362933046085
treatment_docetaxel,alkaline_phosphatase_u_l,-0.09312676771380557,0.08105136180332238,-5.4383735837018864e-05,0.8294693114430188,0.000863583326940156,0.06048865180485029
treatment_docetaxel,ast_u_l,-0.06775031711469864,0.2518645170708287,-0.0018148283303354132,0.09223957843356106,0.0023272897230726427,0.23247153449167568
treatment_docetaxel,alt_u_l,0.1043864807719921,0.05135823594939231,0.0017916849682534015,0.07820264763608262,-0.004157921453808741,0.027567041294293996
treatment_docetaxel,total_bilirubin_mg_dl,-0.08266451094063547,0.12151107524144107,-0.08134873139351455,0.042426814809223765,0.11944042243441592,0.09706205612857402
treatment_docetaxel,creatinine_mg_dl,-0.013429093706838726,0.8667338585046216,0.009437583692412098,0.8229005489322448,0.010611207504631825,0.889407062964912
treatment_docetaxel,bun_mg_dl,0.07671528715404764,0.2878589521380419,0.002364319020123767,0.3466817044331033,-0.005301476308794001,0.24669531101600406
treatment_docetaxel,sodium_meq_l,2.395565033769672,0.02324141290957472,0.0034766247443408756,0.40661662629510864,-0.01713981836149972,0.0230651178079709
treatment_docetaxel,potassium_meq_l,-0.07385878446613967,0.6988980979532269,-0.03646118637165417,0.14485685379765476,0.016875187260726243,0.7089245032499176
treatment_docetaxel,calcium_mg_dl,0.20629253700653452,0.63047906486478,0.0014732189930213332,0.9529409658133414,-0.022239163214525504,0.6255683744695675
treatment_olaparib,mcrpc,-0.018728409798973753,0.6869622792362315,-1.0742826629990545,0.0,0.03572108285105374,0.6197350280502092
treatment_olaparib,visceral_mets,-0.015452342038258054,0.6903879178506475,-0.009654591186654913,0.7272953893890783,0.04916363419128108,0.5681167434759642
treatment_olaparib,brca2_mutation,0.016217225447123867,0.6516066751348308,-0.6114715818889703,1.1369349605602375e-45,-0.28905684066432963,0.045001298426252
treatment_olaparib,ar_v7_positive,-0.010288686109274239,0.78550135623703,-0.6195062695466574,1.0119881956267665e-87,0.04226290652792114,0.6610822400359977
treatment_olaparib,msi_high,-0.0007194279291018788,0.9836049574847352,-0.37972952194431053,8.8332568290419e-08,-0.26299413352706125,0.2899321802138245
treatment_olaparib,psma_high,-0.014810333881421094,0.7875775151266532,-0.02365663743820657,0.29318960061532895,0.015585049257111282,0.8257358901067801
treatment_olaparib,age_years,-0.33593875314711313,0.1408788649003057,-0.0002850478532258495,0.7974118510363665,0.0050858584782622306,0.1421859738344788
treatment_olaparib,ecog_ps,-0.0018261625400219448,0.972070400860794,-0.2851935972080074,1.2749068153466959e-65,0.0008877681694583431,0.9864947114300037
treatment_olaparib,psa_ng_ml,0.008836977794133881,0.8323482690571925,-0.00462368821404043,2.642894514860749e-84,-0.0005841281526852352,0.4621924244179948
treatment_olaparib,gleason_score,-0.07116899291557272,0.7872467109793269,0.004444154426536254,0.6828607368326594,0.008574340828898025,0.801856419211001
treatment_olaparib,albumin_g_dl,-0.22308836755155684,0.40241379794734733,0.09015553564714006,4.317460556180922e-05,0.05690099705441869,0.41034461767934627
treatment_olaparib,ldh_u_l,-0.0977864124441598,0.34288091095455464,-9.434078442917272e-05,0.49061488530724373,0.00041015786034386795,0.3408847998879879
treatment_olaparib,weight_loss_pct_6mo,-0.03462604211366264,0.47606159824857897,-0.032384556594371394,9.912651675261226e-28,0.00873773410503956,0.33814127806000505
treatment_olaparib,crp_mg_l,-0.0023511213226391696,0.9555485741949866,-0.006825125109206315,3.398839292007265e-07,-0.0008154528480482796,0.8494038535081044
treatment_olaparib,nlr,0.03912080813220703,0.5575950024489917,-0.001178834600983457,0.8254259679832687,-0.012762603992443685,0.4354920933996552
treatment_olaparib,hemoglobin_g_dl,0.16134029362642782,0.5058620887583578,-0.002440454968578747,0.6920591137924792,-0.0133352708886554,0.4873748967720355
treatment_olaparib,alkaline_phosphatase_u_l,0.08001647217975393,0.33042531159232214,0.00028096935974367474,0.20461048545034055,-0.0008265618450891842,0.2542310285947942
treatment_olaparib,ast_u_l,0.0399265793950118,0.6531822519414137,-0.0009364142227513855,0.32386905330968163,-0.001624071328389982,0.5798019172922564
treatment_olaparib,alt_u_l,-0.031123455946071327,0.695975204725194,0.00046066391309078884,0.6117119460169489,0.0009780425547230658,0.7225065371174417
treatment_olaparib,total_bilirubin_mg_dl,-0.10665230780189922,0.18997945908133596,-0.060024715552055484,0.08780333483195317,0.1507601216603487,0.16814738855255906
treatment_olaparib,creatinine_mg_dl,0.05650813807415917,0.6397887526553452,0.0190066868948617,0.6084509638412571,-0.06201986717964311,0.59216014802041
treatment_olaparib,bun_mg_dl,0.21964902769867592,0.04458150229263306,0.0022758104481457983,0.30380598845339224,-0.015148367551752103,0.03080753983419808
treatment_olaparib,sodium_meq_l,-3.1104211006662266,0.0573111211498853,-0.003999476501892518,0.27578876793797025,0.022167185264596434,0.05761614650263628
treatment_olaparib,potassium_meq_l,0.4854390996903569,0.09249677256093962,-0.019127402707961493,0.3847036113565998,-0.11710996551066452,0.08701046061187262
treatment_olaparib,calcium_mg_dl,0.3479660199085666,0.5944192299538772,-0.001392478171958282,0.9495881350924711,-0.03757516884773007,0.5881782519271419
treatment_lu177_psma,mcrpc,0.007489136832495763,0.8489974575965258,-1.0758903346035822,0.0,0.034124656469918246,0.5740962694933107
treatment_lu177_psma,visceral_mets,0.0535196399271539,0.09996412458167349,0.023958130438442405,0.39857762054235546,-0.1905122241224165,0.010215557541225825
treatment_lu177_psma,brca2_mutation,0.003880082202969031,0.8984676929452536,-0.661291726549573,2.9095635610534866e-49,0.1424487798767868,0.2063296483569299
treatment_lu177_psma,ar_v7_positive,0.016820606512186337,0.5969857677231147,-0.6136017959954755,8.004005671984736e-82,-0.010054887377058515,0.9031515900664187
treatment_lu177_psma,msi_high,0.016412224271843218,0.5792040271188158,-0.39879811626431194,6.300674703644874e-08,-0.027587861315837157,0.8851339171485035
treatment_lu177_psma,psma_high,0.047812824505580775,0.29531871184585,-0.013872459985442672,0.5493698949624926,-0.054125868960906084,0.3625520873700293
treatment_lu177_psma,age_years,-0.04494929378162305,0.8158073514920499,9.520938800215389e-05,0.9335669067312096,0.00093244799813542,0.7503172006136128
treatment_lu177_psma,ecog_ps,0.025159906881059423,0.562864101005624,-0.2835820169108235,3.1125389374408266e-61,-0.010146044080446712,0.8170651889617792
treatment_lu177_psma,psa_ng_ml,0.0420515041197076,0.23140593180729208,-0.004566125169483234,1.0702856900695146e-77,-0.000753597954972709,0.2461040630018232
treatment_lu177_psma,gleason_score,-0.41643294450243984,0.06156391962361163,-0.0031769495087671613,0.7765209772677326,0.056440032094407545,0.050044476419540844
treatment_lu177_psma,albumin_g_dl,0.04379081471878647,0.8460706430533034,0.09703336311283366,1.8371552381435644e-05,-0.007407828628593266,0.8994428929024811
treatment_lu177_psma,ldh_u_l,-0.05370284326723178,0.5333612572527721,-0.00010058158653646828,0.4756530882761937,0.00030928031099009456,0.3908204586096241
treatment_lu177_psma,weight_loss_pct_6mo,-0.014571643779653667,0.720954969726844,-0.032788314163786365,6.233328010687149e-27,0.008580217794912585,0.26905972563296143
treatment_lu177_psma,crp_mg_l,0.045807056160533065,0.20645100966353414,-0.006198751196257721,5.192681962280202e-06,-0.005031397303936816,0.1776292830873516
treatment_lu177_psma,nlr,-0.014796732137719926,0.7957624481272043,-0.003894207826101161,0.47807694513967647,0.008734171330567314,0.5330957985953408
treatment_lu177_psma,hemoglobin_g_dl,0.06198179378352054,0.7645870728696107,-0.0032906391869398257,0.6030706081548931,-0.0036800988622111724,0.8220657341947046
treatment_lu177_psma,alkaline_phosphatase_u_l,0.03190392575834795,0.6416859919539188,0.00022606095821801236,0.322550089821493,-0.00015444330747827815,0.7949299779341795
treatment_lu177_psma,ast_u_l,-0.016693276548683786,0.8242527933925635,-0.0012952013573529527,0.18579175078884147,0.001163732574507983,0.6361988000329988
treatment_lu177_psma,alt_u_l,-0.004623956566319678,0.9457761163643831,0.0004432375764726305,0.6343613069530534,0.0007848709482753992,0.7403819489002692
treatment_lu177_psma,total_bilirubin_mg_dl,-0.0018002530324870624,0.9791642334844053,-0.048864494741525426,0.17666383428597965,0.026529259696024248,0.7745029646654649
treatment_lu177_psma,creatinine_mg_dl,-0.17973068883851126,0.08012950041973554,-0.01726041607681059,0.651496951645802,0.1939510065232805,0.04644093906933545
treatment_lu177_psma,bun_mg_dl,-0.04284939372253136,0.6437496619961891,0.00017258785637026537,0.9396708531091064,0.0039021387383007355,0.5046195725684774
treatment_lu177_psma,sodium_meq_l,0.861950586202653,0.5277903884373599,-0.0008973722731764323,0.8122403242025695,-0.00604747540068675,0.5352730049456477
treatment_lu177_psma,potassium_meq_l,0.14653732052339413,0.5537663109157462,-0.026566638742037157,0.23915565979560893,-0.031275998643218776,0.5939460369360157
treatment_lu177_psma,calcium_mg_dl,0.5649358969063609,0.30115310630324155,0.0036968992036610564,0.870553776387553,-0.05845918806377711,0.31428243064596906
treatment_pembrolizumab,mcrpc,-0.046163865670586855,0.485973704266219,-1.0750028310975053,0.0,0.0912102545783606,0.37054071619396345
treatment_pembrolizumab,visceral_mets,0.032197635651546305,0.5563728600619777,0.005206001839676711,0.8462005156819823,-0.20707215470660179,0.09896775001722147
treatment_pembrolizumab,brca2_mutation,-0.013983957579794705,0.7853902507169018,-0.6447788168010801,1.322099676971206e-52,0.10183748159861279,0.5812043334279333
treatment_pembrolizumab,ar_v7_positive,0.013627034255400747,0.7996455036610359,-0.6100018002916483,1.9174821570715433e-90,-0.10537539342613264,0.44838344930263474
treatment_pembrolizumab,msi_high,-0.0083788734454628,0.8666832467239021,-0.40377666906845866,7.391253668577991e-09,0.01684968195920571,0.9561870181833483
treatment_pembrolizumab,psma_high,-0.011765031613852388,0.8793799209944627,-0.02231984572343051,0.307292539197645,0.004775536072520783,0.9620462343364272
treatment_pembrolizumab,age_years,-0.09324111292242455,0.7749325438698719,0.00017772939164613849,0.8690167710128484,0.001293907146503106,0.7936095280483715
treatment_pembrolizumab,ecog_ps,0.07661227582672168,0.284981042623873,-0.27898628804893305,1.0351604320806886e-66,-0.13702934548866433,0.07445550750147036
treatment_pembrolizumab,psa_ng_ml,0.01297879024099161,0.8258427686313019,-0.004645126338298935,3.1452801023857706e-89,-0.0007146248289705757,0.5194502001238328
treatment_pembrolizumab,gleason_score,-0.811772408631939,0.03269332432791659,0.0004833873307732173,0.9634961336071115,0.10453984089486747,0.032603469942372704
treatment_pembrolizumab,albumin_g_dl,-0.6945025499008083,0.07116232886144543,0.08759873808559351,4.2317817465095935e-05,0.17975902676908456,0.07139993625028913
treatment_pembrolizumab,ldh_u_l,-0.004145399929361757,0.977458106045502,-5.236901093419241e-05,0.693382020661736,-2.169837849021329e-05,0.9721143715366718
treatment_pembrolizumab,weight_loss_pct_6mo,0.01709403527309531,0.804030985589735,-0.031173636713138216,2.1531107970193855e-27,-0.006135948674295886,0.6415189273891764
treatment_pembrolizumab,crp_mg_l,0.0668987487983446,0.2888142696642223,-0.006403966950824896,6.661028618723896e-07,-0.014014396823607118,0.06074973914877558
treatment_pembrolizumab,nlr,-0.0915745657306503,0.3314399206743943,-0.0037590158176465135,0.46866840137567367,0.02351620102834073,0.3005454793703485
treatment_pembrolizumab,hemoglobin_g_dl,0.2049456814025744,0.5542547675146966,-0.0030043232380563166,0.6153451305337001,-0.017094526047576976,0.5335763718059938
treatment_pembrolizumab,alkaline_phosphatase_u_l,0.08299585433067806,0.47052141650425017,0.00024537946172034273,0.25623454557767844,-0.0008779312630400573,0.37799531448525614
treatment_pembrolizumab,ast_u_l,-0.08798729476711263,0.49334557464858597,-0.0012419948883507694,0.1773700455313172,0.0028063917304997554,0.5017448720529584
treatment_pembrolizumab,alt_u_l,-0.09685219956428784,0.4139681172755867,0.0004152754327116016,0.6358175541007058,0.0033832573728078117,0.4130813629165644
treatment_pembrolizumab,total_bilirubin_mg_dl,0.031961201875339816,0.7831441099401018,-0.04179085815615347,0.22040572264013703,-0.060877964367030635,0.699073239081482
treatment_pembrolizumab,creatinine_mg_dl,0.12474215023105328,0.47446861985130184,0.018738724354777473,0.6024194920059627,-0.13414837721812606,0.42590226903702955
treatment_pembrolizumab,bun_mg_dl,-0.0938061425059597,0.5548215014585646,0.0005064858713251977,0.8137634674175472,0.005643617021503247,0.5732489653281803
treatment_pembrolizumab,sodium_meq_l,0.7618798004093973,0.7391854168031754,-0.0015450425188589393,0.6650912670778871,-0.005504602162434521,0.7362478356115756
treatment_pembrolizumab,potassium_meq_l,0.4215125311331778,0.2988690987599839,-0.02620433848382854,0.21999531293351815,-0.10274640872648134,0.28585827115235796
treatment_pembrolizumab,calcium_mg_dl,-0.020697349480928367,0.981710935103523,-0.0053004245544001054,0.8046017279499841,0.0012464853146078759,0.9896529221270276
