model,workflow,version,replicate,masked_id,unmasked_id,unmasked_generation,masked_primary,unmasked_primary,masked_R,unmasked_R,masked_P,unmasked_P,masked_F1,unmasked_F1,masked_E,unmasked_E
sol_medium,deliberative,surprising,r004,1a87643398283251__deliberative__sol_medium__r004,997d9404f1e89442__deliberative__sol_medium__r004,original,1.0,0,0.6666666666666666,0.16666666666666666,1.0,0.8571428571428571,80.0,27.906976744186043,62.666666666666664,16.0
sol_medium,deliberative,surprising,r005,1a87643398283251__deliberative__sol_medium__r005,997d9404f1e89442__deliberative__sol_medium__r005,original,1.0,1,0.6666666666666666,0.6666666666666666,0.967741935483871,0.9605263157894737,78.94736842105263,78.70619946091642,61.333333333333336,66.0
terra_medium,deliberative,surprising,r001,1a87643398283251__deliberative__terra_medium__r001,997d9404f1e89442__deliberative__terra_medium__r001,original,1.0,0,0.6666666666666666,0.16666666666666666,1.0,1.0,80.0,28.571428571428566,65.33333333333333,16.666666666666668
terra_medium,deliberative,surprising,r002,1a87643398283251__deliberative__terra_medium__r002,997d9404f1e89442__deliberative__terra_medium__r002,original,1.0,0,0.6666666666666666,0.3333333333333333,1.0,0.9523809523809523,80.0,49.38271604938271,64.0,66.66666666666667
terra_medium,deliberative,surprising,r003,1a87643398283251__deliberative__terra_medium__r003,997d9404f1e89442__deliberative__terra_medium__r003,replacement,1.0,1,0.6666666666666666,0.6666666666666666,0.64,1.0,65.3061224489796,80.0,62.0,66.66666666666667
terra_medium,deliberative,surprising,r004,1a87643398283251__deliberative__terra_medium__r004,997d9404f1e89442__deliberative__terra_medium__r004,original,1.0,0,0.6666666666666666,0.5,1.0,0.8888888888888888,80.0,64.0,65.33333333333333,66.66666666666667
terra_medium,deliberative,surprising,r005,1a87643398283251__deliberative__terra_medium__r005,997d9404f1e89442__deliberative__terra_medium__r005,original,1.0,0,0.6666666666666666,0.5,1.0,0.9047619047619048,80.0,64.40677966101696,65.33333333333333,64.66666666666667
terra_medium,deliberative,surprising,r006,1a87643398283251__deliberative__terra_medium__r006,997d9404f1e89442__deliberative__terra_medium__r006,original,1.0,0,0.6666666666666666,0.3333333333333333,0.98,1.0,79.35222672064778,49.99999999999999,50.666666666666664,66.66666666666667
terra_medium,deliberative,surprising,r007,1a87643398283251__deliberative__terra_medium__r007,997d9404f1e89442__deliberative__terra_medium__r007,replacement,1.0,1,0.6666666666666666,0.5,1.0,1.0,80.0,66.66666666666667,58.666666666666664,50.0
terra_medium,deliberative,surprising,r008,1a87643398283251__deliberative__terra_medium__r008,997d9404f1e89442__deliberative__terra_medium__r008,replacement,1.0,0,0.6666666666666666,0.16666666666666666,1.0,0.9655172413793104,80.0,28.42639593908629,50.0,64.66666666666667
astra_medium,persistent,surprising,r001,1a87643398283251__persistent__astra_medium__r001,997d9404f1e89442__persistent__astra_medium__r001,original,1.0,1,0.8333333333333334,0.6666666666666666,0.9814814814814815,0.9354838709677419,90.13605442176872,77.85234899328857,66.0,65.33333333333333
astra_medium,persistent,surprising,r002,1a87643398283251__persistent__astra_medium__r002,997d9404f1e89442__persistent__astra_medium__r002,original,1.0,1,0.6666666666666666,0.6666666666666666,0.8392857142857143,0.8108108108108109,74.30830039525691,73.17073170731706,64.0,65.33333333333333
astra_medium,persistent,surprising,r003,1a87643398283251__persistent__astra_medium__r003,997d9404f1e89442__persistent__astra_medium__r003,replacement,1.0,1,0.6666666666666666,0.6666666666666666,1.0,0.9523809523809523,80.0,78.43137254901958,64.66666666666667,65.33333333333333
astra_medium,persistent,surprising,r004,1a87643398283251__persistent__astra_medium__r004,997d9404f1e89442__persistent__astra_medium__r004,original,1.0,1,0.6666666666666666,0.6666666666666666,1.0,1.0,80.0,80.0,64.0,65.33333333333333
astra_medium,persistent,surprising,r005,1a87643398283251__persistent__astra_medium__r005,997d9404f1e89442__persistent__astra_medium__r005,original,1.0,1,0.6666666666666666,0.6666666666666666,0.9827586206896551,1.0,79.44250871080139,80.0,64.0,65.33333333333333
astra_medium,persistent,surprising,r006,1a87643398283251__persistent__astra_medium__r006,997d9404f1e89442__persistent__astra_medium__r006,original,1.0,1,0.6666666666666666,0.6666666666666666,1.0,0.9591836734693877,80.0,78.66108786610879,64.66666666666667,64.66666666666667
astra_medium,persistent,surprising,r007,1a87643398283251__persistent__astra_medium__r007,997d9404f1e89442__persistent__astra_medium__r007,replacement,1.0,1,0.6666666666666666,0.6666666666666666,0.9,0.9375,76.59574468085106,77.92207792207792,64.0,65.33333333333333
astra_medium,persistent,surprising,r008,1a87643398283251__persistent__astra_medium__r008,997d9404f1e89442__persistent__astra_medium__r008,replacement,1.0,1,0.6666666666666666,0.6666666666666666,0.8888888888888888,1.0,76.19047619047618,80.0,64.66666666666667,64.66666666666667
luna_medium,persistent,surprising,r001,1a87643398283251__persistent__luna_medium__r001,997d9404f1e89442__persistent__luna_medium__r001,original,1.0,0,0.5,0.3333333333333333,0.7291666666666666,0.8674698795180723,59.32203389830509,48.16053511705685,60.0,53.333333333333336
luna_medium,persistent,surprising,r002,1a87643398283251__persistent__luna_medium__r002,997d9404f1e89442__persistent__luna_medium__r002,original,0.0,0,0.5,0.0,0.7358490566037735,0.5,59.541984732824424,0.0,64.66666666666667,0.0
luna_medium,persistent,surprising,r003,1a87643398283251__persistent__luna_medium__r003,997d9404f1e89442__persistent__luna_medium__r003,original,1.0,0,0.5,0.0,0.6333333333333333,0.765625,55.88235294117647,0.0,44.0,0.0
luna_medium,persistent,surprising,r005,1a87643398283251__persistent__luna_medium__r005,997d9404f1e89442__persistent__luna_medium__r005,original,1.0,1,0.5,0.5,1.0,0.8933333333333333,66.66666666666667,64.11483253588517,43.333333333333336,50.0
luna_medium,persistent,surprising,r007,1a87643398283251__persistent__luna_medium__r007,997d9404f1e89442__persistent__luna_medium__r007,original,0.0,0,0.16666666666666666,0.3333333333333333,0.9253731343283582,0.7818181818181819,28.246013667425963,46.7391304347826,16.666666666666668,65.33333333333333
luna_medium,persistent,surprising,r008,1a87643398283251__persistent__luna_medium__r008,997d9404f1e89442__persistent__luna_medium__r008,replacement,0.0,0,0.16666666666666666,0.0,0.5,0.6133333333333333,24.999999999999996,0.0,53.333333333333336,0.0
qwen_3_8_27b,persistent,surprising,r001,1a87643398283251__persistent__qwen_3_8_27b__r001,997d9404f1e89442__persistent__qwen_3_8_27b__r001,vllm_replacement,1.0,1,0.6666666666666666,0.6666666666666666,1.0,1.0,80.0,80.0,60.666666666666664,64.66666666666667
sol_medium,persistent,surprising,r001,1a87643398283251__persistent__sol_medium__r001,997d9404f1e89442__persistent__sol_medium__r001,original,1.0,1,0.6666666666666666,0.6666666666666666,0.9461538461538461,0.9894736842105263,78.21939586645468,79.66101694915254,64.66666666666667,65.33333333333333
sol_medium,persistent,surprising,r002,1a87643398283251__persistent__sol_medium__r002,997d9404f1e89442__persistent__sol_medium__r002,original,1.0,1,0.6666666666666666,0.6666666666666666,0.7290322580645161,0.7731958762886598,69.64560862865947,71.59904534606204,61.333333333333336,65.33333333333333
sol_medium,persistent,surprising,r003,1a87643398283251__persistent__sol_medium__r003,997d9404f1e89442__persistent__sol_medium__r003,replacement,1.0,0,0.6666666666666666,0.16666666666666666,1.0,0.8260869565217391,80.0,27.73722627737226,63.333333333333336,15.333333333333334
sol_medium,persistent,surprising,r004,1a87643398283251__persistent__sol_medium__r004,997d9404f1e89442__persistent__sol_medium__r004,original,1.0,1,0.6666666666666666,0.6666666666666666,0.9603960396039604,0.95,78.70182555780931,78.3505154639175,62.666666666666664,64.66666666666667
sol_medium,persistent,surprising,r005,1a87643398283251__persistent__sol_medium__r005,997d9404f1e89442__persistent__sol_medium__r005,original,1.0,1,0.6666666666666666,0.6666666666666666,0.9739130434782609,0.9770992366412213,79.15194346289752,79.25696594427244,62.666666666666664,64.0
sol_medium,persistent,surprising,r006,1a87643398283251__persistent__sol_medium__r006,997d9404f1e89442__persistent__sol_medium__r006,original,1.0,1,0.6666666666666666,0.6666666666666666,0.8918918918918919,0.9624060150375939,76.30057803468208,78.76923076923076,62.666666666666664,65.33333333333333
sol_medium,persistent,surprising,r007,1a87643398283251__persistent__sol_medium__r007,997d9404f1e89442__persistent__sol_medium__r007,original,1.0,1,0.6666666666666666,0.6666666666666666,0.9875776397515528,0.8561643835616438,79.59949937421776,74.96251874062968,59.333333333333336,66.66666666666667
terra_medium,persistent,surprising,r001,1a87643398283251__persistent__terra_medium__r001,997d9404f1e89442__persistent__terra_medium__r001,original,1.0,0,0.6666666666666666,0.5,1.0,0.9615384615384616,80.0,65.78947368421052,65.33333333333333,66.0
terra_medium,persistent,surprising,r002,1a87643398283251__persistent__terra_medium__r002,997d9404f1e89442__persistent__terra_medium__r002,original,1.0,1,0.6666666666666666,0.6666666666666666,1.0,1.0,80.0,80.0,65.33333333333333,66.66666666666667
terra_medium,persistent,surprising,r003,1a87643398283251__persistent__terra_medium__r003,997d9404f1e89442__persistent__terra_medium__r003,original,1.0,1,0.6666666666666666,0.6666666666666666,1.0,0.975609756097561,80.0,79.20792079207921,64.0,63.333333333333336
terra_medium,persistent,surprising,r004,1a87643398283251__persistent__terra_medium__r004,997d9404f1e89442__persistent__terra_medium__r004,original,1.0,1,0.3333333333333333,0.6666666666666666,1.0,1.0,49.99999999999999,80.0,64.0,63.333333333333336
terra_medium,persistent,surprising,r005,1a87643398283251__persistent__terra_medium__r005,997d9404f1e89442__persistent__terra_medium__r005,original,1.0,1,0.6666666666666666,0.6666666666666666,1.0,0.9583333333333334,80.0,78.63247863247862,64.66666666666667,66.0
terra_medium,persistent,surprising,r006,1a87643398283251__persistent__terra_medium__r006,997d9404f1e89442__persistent__terra_medium__r006,original,0.0,1,0.5,0.6666666666666666,0.7941176470588235,0.88,61.36363636363637,75.86206896551722,64.66666666666667,66.0
terra_medium,persistent,surprising,r007,1a87643398283251__persistent__terra_medium__r007,997d9404f1e89442__persistent__terra_medium__r007,original,1.0,0,0.6666666666666666,0.3333333333333333,1.0,0.9838709677419355,80.0,49.79591836734693,65.33333333333333,66.0
terra_medium,persistent,surprising,r008,1a87643398283251__persistent__terra_medium__r008,997d9404f1e89442__persistent__terra_medium__r008,replacement,1.0,1,0.6666666666666666,0.6666666666666666,0.9878048780487805,1.0,79.6068796068796,80.0,65.33333333333333,66.66666666666667
terra_medium,persistent,surprising,r009,1a87643398283251__persistent__terra_medium__r009,997d9404f1e89442__persistent__terra_medium__r009,replacement,1.0,0,0.6666666666666666,0.5,1.0,0.975,80.0,66.10169491525423,65.33333333333333,66.0
astra_medium,sequential,surprising,r001,1a87643398283251__sequential__astra_medium__r001,997d9404f1e89442__sequential__astra_medium__r001,original,1.0,1,0.8333333333333334,0.6666666666666666,0.94,0.9272727272727272,88.34586466165415,77.56653992395437,68.0,65.33333333333333
astra_medium,sequential,surprising,r002,1a87643398283251__sequential__astra_medium__r002,997d9404f1e89442__sequential__astra_medium__r002,original,1.0,1,0.6666666666666666,0.6666666666666666,0.9827586206896551,0.9473684210526315,79.44250871080139,78.26086956521739,64.66666666666667,65.33333333333333
astra_medium,sequential,surprising,r003,1a87643398283251__sequential__astra_medium__r003,997d9404f1e89442__sequential__astra_medium__r003,replacement,1.0,1,0.6666666666666666,1.0,0.78,0.9404761904761905,71.88940092165898,96.93251533742331,64.66666666666667,76.0
astra_medium,sequential,surprising,r004,1a87643398283251__sequential__astra_medium__r004,997d9404f1e89442__sequential__astra_medium__r004,original,1.0,1,0.6666666666666666,0.6666666666666666,1.0,1.0,80.0,80.0,64.0,65.33333333333333
astra_medium,sequential,surprising,r005,1a87643398283251__sequential__astra_medium__r005,997d9404f1e89442__sequential__astra_medium__r005,original,1.0,1,0.6666666666666666,0.6666666666666666,0.7450980392156863,1.0,70.37037037037037,80.0,64.66666666666667,65.33333333333333
astra_medium,sequential,surprising,r006,1a87643398283251__sequential__astra_medium__r006,997d9404f1e89442__sequential__astra_medium__r006,original,1.0,1,0.6666666666666666,0.6666666666666666,0.7692307692307693,0.9642857142857143,71.42857142857142,78.83211678832116,64.66666666666667,64.66666666666667
astra_medium,sequential,surprising,r007,1a87643398283251__sequential__astra_medium__r007,997d9404f1e89442__sequential__astra_medium__r007,original,1.0,1,0.6666666666666666,0.6666666666666666,0.8955223880597015,1.0,76.43312101910827,80.0,64.66666666666667,65.33333333333333
astra_medium,sequential,surprising,r008,1a87643398283251__sequential__astra_medium__r008,997d9404f1e89442__sequential__astra_medium__r008,replacement,1.0,1,0.6666666666666666,0.6666666666666666,0.9814814814814815,0.9285714285714286,79.4007490636704,77.61194029850745,64.66666666666667,64.66666666666667
luna_medium,sequential,surprising,r001,1a87643398283251__sequential__luna_medium__r001,997d9404f1e89442__sequential__luna_medium__r001,original,1.0,0,0.5,0.0,1.0,0.8085106382978723,66.66666666666667,0.0,42.666666666666664,16.666666666666668
luna_medium,sequential,surprising,r002,1a87643398283251__sequential__luna_medium__r002,997d9404f1e89442__sequential__luna_medium__r002,original,0.0,0,0.16666666666666666,0.0,0.7848101265822784,0.5161290322580645,27.494456762749444,0.0,28.0,0.0
luna_medium,sequential,surprising,r003,1a87643398283251__sequential__luna_medium__r003,997d9404f1e89442__sequential__luna_medium__r003,original,1.0,0,0.3333333333333333,0.16666666666666666,1.0,0.5294117647058824,49.99999999999999,25.352112676056336,33.333333333333336,64.66666666666667
luna_medium,sequential,surprising,r004,1a87643398283251__sequential__luna_medium__r004,997d9404f1e89442__sequential__luna_medium__r004,original,0.0,0,0.16666666666666666,0.16666666666666666,0.4264705882352941,0.6363636363636364,23.966942148760324,26.415094339622637,50.0,46.0
luna_medium,sequential,surprising,r005,1a87643398283251__sequential__luna_medium__r005,997d9404f1e89442__sequential__luna_medium__r005,original,1.0,0,0.5,0.0,0.8484848484848485,0.8333333333333334,62.92134831460673,0.0,61.333333333333336,33.333333333333336
luna_medium,sequential,surprising,r006,1a87643398283251__sequential__luna_medium__r006,997d9404f1e89442__sequential__luna_medium__r006,original,1.0,0,0.5,0.3333333333333333,0.9636363636363636,0.47619047619047616,65.83850931677019,39.21568627450979,60.666666666666664,56.0
luna_medium,sequential,surprising,r007,1a87643398283251__sequential__luna_medium__r007,997d9404f1e89442__sequential__luna_medium__r007,original,1.0,0,0.6666666666666666,0.0,1.0,0.64,80.0,0.0,54.0,61.333333333333336
luna_medium,sequential,surprising,r008,1a87643398283251__sequential__luna_medium__r008,997d9404f1e89442__sequential__luna_medium__r008,replacement,0.0,0,0.16666666666666666,0.0,0.99,0.0,28.53025936599423,0.0,16.666666666666668,16.666666666666668
sol_medium,sequential,surprising,r001,1a87643398283251__sequential__sol_medium__r001,997d9404f1e89442__sequential__sol_medium__r001,original,1.0,1,0.6666666666666666,0.6666666666666666,0.926829268292683,0.9770114942528736,77.55102040816325,79.25407925407924,62.0,66.66666666666667
sol_medium,sequential,surprising,r002,1a87643398283251__sequential__sol_medium__r002,997d9404f1e89442__sequential__sol_medium__r002,original,1.0,1,0.6666666666666666,0.6666666666666666,0.9625,0.8857142857142857,78.77237851662403,76.07361963190183,63.333333333333336,65.33333333333333
sol_medium,sequential,surprising,r003,1a87643398283251__sequential__sol_medium__r003,997d9404f1e89442__sequential__sol_medium__r003,original,1.0,1,0.6666666666666666,0.6666666666666666,0.7525773195876289,0.8362068965517241,70.70217917675545,74.18738049713193,64.66666666666667,66.0
sol_medium,sequential,surprising,r004,1a87643398283251__sequential__sol_medium__r004,997d9404f1e89442__sequential__sol_medium__r004,original,1.0,1,0.6666666666666666,0.6666666666666666,0.9530201342281879,0.7830188679245284,78.45303867403312,72.01735357917569,62.0,65.33333333333333
sol_medium,sequential,surprising,r005,1a87643398283251__sequential__sol_medium__r005,997d9404f1e89442__sequential__sol_medium__r005,replacement,1.0,0,0.6666666666666666,0.3333333333333333,0.8333333333333334,0.9078947368421053,74.07407407407406,48.763250883392224,60.666666666666664,66.66666666666667
sol_medium,sequential,surprising,r006,1a87643398283251__sequential__sol_medium__r006,997d9404f1e89442__sequential__sol_medium__r006,original,1.0,1,0.6666666666666666,0.6666666666666666,0.9814814814814815,0.9318181818181818,79.4007490636704,77.72511848341232,62.0,64.66666666666667
sol_medium,sequential,surprising,r007,1a87643398283251__sequential__sol_medium__r007,997d9404f1e89442__sequential__sol_medium__r007,original,1.0,1,0.6666666666666666,0.6666666666666666,0.8545454545454545,0.9411764705882353,74.9003984063745,78.04878048780486,63.333333333333336,64.66666666666667
sol_medium,sequential,surprising,r008,1a87643398283251__sequential__sol_medium__r008,997d9404f1e89442__sequential__sol_medium__r008,replacement,1.0,1,0.6666666666666666,0.6666666666666666,0.958041958041958,0.8987341772151899,78.62266857962696,76.54986522911051,56.666666666666664,66.0
terra_medium,sequential,surprising,r001,1a87643398283251__sequential__terra_medium__r001,997d9404f1e89442__sequential__terra_medium__r001,original,1.0,1,0.6666666666666666,0.6666666666666666,1.0,1.0,80.0,80.0,64.0,60.666666666666664
terra_medium,sequential,surprising,r002,1a87643398283251__sequential__terra_medium__r002,997d9404f1e89442__sequential__terra_medium__r002,original,1.0,0,0.6666666666666666,0.5,1.0,0.95,80.0,65.51724137931035,62.666666666666664,65.33333333333333
terra_medium,sequential,surprising,r003,1a87643398283251__sequential__terra_medium__r003,997d9404f1e89442__sequential__terra_medium__r003,original,1.0,0,0.6666666666666666,0.16666666666666666,1.0,0.9629629629629629,80.0,28.415300546448083,64.0,50.0
terra_medium,sequential,surprising,r004,1a87643398283251__sequential__terra_medium__r004,997d9404f1e89442__sequential__terra_medium__r004,original,1.0,1,0.6666666666666666,0.6666666666666666,0.8695652173913043,0.967741935483871,75.47169811320754,78.94736842105263,65.33333333333333,62.666666666666664
terra_medium,sequential,surprising,r005,1a87643398283251__sequential__terra_medium__r005,997d9404f1e89442__sequential__terra_medium__r005,original,1.0,1,0.5,0.6666666666666666,1.0,0.8666666666666667,66.66666666666667,75.3623188405797,63.333333333333336,66.66666666666667
terra_medium,sequential,surprising,r006,1a87643398283251__sequential__terra_medium__r006,997d9404f1e89442__sequential__terra_medium__r006,original,1.0,1,0.6666666666666666,0.6666666666666666,1.0,0.9473684210526315,80.0,78.26086956521739,61.333333333333336,66.66666666666667
terra_medium,sequential,surprising,r007,1a87643398283251__sequential__terra_medium__r007,997d9404f1e89442__sequential__terra_medium__r007,original,1.0,1,0.6666666666666666,0.6666666666666666,0.9047619047619048,0.8541666666666666,76.76767676767676,74.88584474885845,63.333333333333336,66.0
terra_medium,sequential,surprising,r008,1a87643398283251__sequential__terra_medium__r008,997d9404f1e89442__sequential__terra_medium__r008,replacement,1.0,0,0.6666666666666666,0.3333333333333333,1.0,0.9210526315789473,80.0,48.951048951048946,58.666666666666664,54.0
astra_medium,deliberative,expected,r001,a561a12e2075ee78__deliberative__astra_medium__r001,0dfe6f786ad7dd9d__deliberative__astra_medium__r001,original,1.0,1,0.6666666666666666,0.8333333333333334,1.0,1.0,80.0,90.9090909090909,64.0,74.44444444444444
astra_medium,deliberative,expected,r002,a561a12e2075ee78__deliberative__astra_medium__r002,0dfe6f786ad7dd9d__deliberative__astra_medium__r002,original,1.0,1,0.6666666666666666,0.6666666666666666,1.0,1.0,80.0,80.0,64.0,65.77777777777777
astra_medium,deliberative,expected,r003,a561a12e2075ee78__deliberative__astra_medium__r003,0dfe6f786ad7dd9d__deliberative__astra_medium__r003,replacement,1.0,1,0.6666666666666666,0.6666666666666666,0.9636363636363636,0.9591836734693877,78.81040892193307,78.66108786610879,64.0,65.33333333333333
astra_medium,deliberative,expected,r004,a561a12e2075ee78__deliberative__astra_medium__r004,0dfe6f786ad7dd9d__deliberative__astra_medium__r004,original,1.0,1,0.6666666666666666,0.6666666666666666,0.9830508474576272,0.9824561403508771,79.45205479452054,79.43262411347517,64.44444444444444,65.77777777777777
astra_medium,deliberative,expected,r005,a561a12e2075ee78__deliberative__astra_medium__r005,0dfe6f786ad7dd9d__deliberative__astra_medium__r005,original,1.0,1,0.6666666666666666,0.6666666666666666,0.8888888888888888,1.0,76.19047619047618,80.0,63.55555555555556,64.44444444444444
luna_medium,deliberative,expected,r001,a561a12e2075ee78__deliberative__luna_medium__r001,0dfe6f786ad7dd9d__deliberative__luna_medium__r001,original,0.0,0,0.1111111111111111,0.1111111111111111,1.0,0.30303030303030304,20.0,16.260162601626014,11.11111111111111,44.44444444444444
luna_medium,deliberative,expected,r002,a561a12e2075ee78__deliberative__luna_medium__r002,0dfe6f786ad7dd9d__deliberative__luna_medium__r002,original,0.0,0,0.1111111111111111,0.0,0.6862745098039216,0.6428571428571429,19.12568306010929,0.0,11.11111111111111,33.333333333333336
luna_medium,deliberative,expected,r003,a561a12e2075ee78__deliberative__luna_medium__r003,0dfe6f786ad7dd9d__deliberative__luna_medium__r003,replacement,1.0,0,0.3333333333333333,0.1111111111111111,0.8313253012048193,0.90625,47.586206896551715,19.79522184300341,25.333333333333332,44.44444444444444
luna_medium,deliberative,expected,r004,a561a12e2075ee78__deliberative__luna_medium__r004,0dfe6f786ad7dd9d__deliberative__luna_medium__r004,original,1.0,0,0.5555555555555555,0.0,0.9605263157894737,0.0,70.39537126325939,0.0,49.77777777777777,0.0
luna_medium,deliberative,expected,r005,a561a12e2075ee78__deliberative__luna_medium__r005,0dfe6f786ad7dd9d__deliberative__luna_medium__r005,original,1.0,0,0.6666666666666666,0.0,1.0,0.8767123287671232,80.0,0.0,60.44444444444444,0.0
luna_medium,deliberative,expected,r006,a561a12e2075ee78__deliberative__luna_medium__r006,0dfe6f786ad7dd9d__deliberative__luna_medium__r006,original,1.0,0,0.2222222222222222,0.0,0.8448275862068966,0.2647058823529412,35.188509874326755,0.0,22.22222222222222,0.0
luna_medium,deliberative,expected,r007,a561a12e2075ee78__deliberative__luna_medium__r007,0dfe6f786ad7dd9d__deliberative__luna_medium__r007,original,1.0,0,0.2222222222222222,0.0,0.8507462686567164,0.9210526315789473,35.23956723338485,0.0,47.11111111111111,0.0
sol_medium,deliberative,expected,r001,a561a12e2075ee78__deliberative__sol_medium__r001,0dfe6f786ad7dd9d__deliberative__sol_medium__r001,original,1.0,1,0.6666666666666666,0.6666666666666666,0.8181818181818182,0.9629629629629629,73.46938775510203,78.78787878787878,62.22222222222223,65.33333333333333
sol_medium,deliberative,expected,r002,a561a12e2075ee78__deliberative__sol_medium__r002,0dfe6f786ad7dd9d__deliberative__sol_medium__r002,replacement,1.0,1,0.6666666666666666,0.3333333333333333,0.9433962264150944,0.9861111111111112,78.12499999999999,49.82456140350877,60.0,59.11111111111111
sol_medium,deliberative,expected,r003,a561a12e2075ee78__deliberative__sol_medium__r003,0dfe6f786ad7dd9d__deliberative__sol_medium__r003,replacement,1.0,1,0.6666666666666666,0.6666666666666666,0.9097744360902256,0.8625,76.94753577106516,75.20435967302451,61.77777777777777,66.66666666666667
sol_medium,deliberative,expected,r004,a561a12e2075ee78__deliberative__sol_medium__r004,0dfe6f786ad7dd9d__deliberative__sol_medium__r004,original,1.0,0,0.6666666666666666,0.1111111111111111,0.9439252336448598,0.9642857142857143,78.14313346228238,19.92619926199262,60.88888888888889,9.777777777777777
sol_medium,deliberative,expected,r005,a561a12e2075ee78__deliberative__sol_medium__r005,0dfe6f786ad7dd9d__deliberative__sol_medium__r005,original,1.0,1,0.6666666666666666,0.6666666666666666,0.9848484848484849,0.967741935483871,79.51070336391437,78.94736842105263,62.22222222222223,65.33333333333333
terra_medium,deliberative,expected,r001,a561a12e2075ee78__deliberative__terra_medium__r001,0dfe6f786ad7dd9d__deliberative__terra_medium__r001,original,1.0,1,0.6666666666666666,0.3333333333333333,1.0,0.9130434782608695,80.0,48.83720930232557,59.55555555555556,66.66666666666667
